threshold , average , min , max , hits
0.99 , 0.451223516915749 , 0 , 0.999868444132608 , 862
0.98 , 0.30814944784058 , 0 , 0.999868444132608 , 1303
0.95 , 0.156937598566343 , 0 , 1 , 1806
