threshold , average , min , max , hits
0.99 , 0.446866767253028 , 0 , 0.99978472676245 , 860
0.98 , 0.30377508723872 , 0 , 0.99978472676245 , 1305
0.95 , 0.156370533731867 , 0 , 1 , 1833
