threshold , average , min , max , hits
0.99 , 0.27967219645892 , 0 , 69.4522083058668 , 134
0.98 , 0.421961738333441 , 0 , 198.775105231509 , 144
0.95 , 0.861389879941043 , 0 , 642.766929133858 , 164
