threshold , average , min , max , hits
0.99 , 0.330603451662045 , 0 , 420.057080728459 , 7
0.98 , 1.33573736854739 , 0 , 1552.7055393586 , 9
0.95 , 2.28326349665076 , 0 , 6059.74188034188 , 12
