threshold , average , min , max , hits
0.99 , 0.378633080052226 , 0 , 0.99998570703714 , 756
0.98 , 0.240102062825849 , 0 , 0.99998570703714 , 1072
0.95 , 0.117901909860921 , 0 , 1 , 1341
