threshold , average , min , max , hits
0.99 , 0.680700937995746 , 0 , 17.361875637105 , 336
0.98 , 0.514720356368541 , 0 , 58.8806451612903 , 361
0.95 , 0.625289482181721 , 0 , 152.1875 , 423
