threshold , average , min , max , hits
0.99 , 0.901939922966498 , 0 , 1 , 186
0.9 , 0.896850404742228 , 0 , 1 , 1885
0.8 , 0.851312201892739 , 0 , 1 , 3758
0.7 , 0.763676348408224 , 0 , 1 , 5555
0.5 , 0.556785918524278 , 0 , 1 , 7015
0.3 , 0.434651468787558 , 0 , 1 , 7608
