threshold , average , min , max , hits
0.99 , 0.999942551000449 , 0.999776177863991 , 1 , 300
0.9 , 0.999893555878825 , 0.999409971481955 , 1 , 2999
0.8 , 0.999791244010358 , 0.998283752860412 , 1 , 5999
0.7 , 0.999549621226974 , 0.99488926746167 , 1 , 9000
0.5 , 0.997613422755876 , 0.956521739130435 , 1 , 15000
0.3 , 0.984587131052724 , 0.625 , 1 , 21000
