threshold , average , min , max , hits
0.99 , 0.720272268741095 , 0 , 1 , 281
0.9 , 0.602257542083023 , 0 , 1 , 2531
0.8 , 0.48189801759502 , 0 , 1 , 4170
0.7 , 0.385236129279533 , 0 , 1 , 5105
0.5 , 0.263218657327282 , 0 , 1 , 5866
0.3 , 0.196403339361685 , 0 , 1 , 6118
