threshold , average , min , max , hits
0.99 , 0.712682147899512 , 0 , 1 , 94
0.9 , 0.607522519728847 , 0 , 1 , 821
0.8 , 0.53153383716428 , 0 , 1 , 1461
0.7 , 0.453858612822904 , 0 , 1 , 1885
0.5 , 0.33286465847261 , 0 , 1 , 2323
0.3 , 0.255904556566789 , 0 , 1 , 2504
