threshold , average , min , max , hits
0.99 , 0.270268173226765 , 0 , 0.998468103731262 , 56
0.9 , 0.288893914632042 , 0 , 0.9998075998076 , 613
0.8 , 0.28575245826206 , 0 , 0.9998075998076 , 1286
0.7 , 0.252041733860589 , 0 , 0.9998075998076 , 1845
0.5 , 0.173364778434957 , 0 , 0.9998075998076 , 2327
0.3 , 0.124865240531656 , 0 , 0.9998075998076 , 2357
