threshold , average , min , max , hits
0.99 , 0.994013289218499 , 0.866716148870745 , 1 , 100
0.9 , 0.984466478077841 , 0 , 1 , 998
0.8 , 0.976282948831924 , 0 , 1 , 1996
0.7 , 0.962633514564736 , 0 , 1 , 2979
0.5 , 0.9084943665143 , 0 , 1 , 4784
0.3 , 0.834584054839173 , 0 , 1 , 6249
