threshold , average , min , max , hits
0.99 , 0.0916140680555603 , 0 , 0.976695568730937 , 54
0.9 , 0.0609689778038364 , 0 , 0.997694197694198 , 327
0.8 , 0.0444947004206395 , 0 , 0.999827705031013 , 477
0.7 , 0.0325278693806331 , 0 , 0.999827705031013 , 528
0.5 , 0.0202325715379028 , 0 , 0.999827705031013 , 548
0.3 , 0.0146457133378194 , 0 , 0.999827705031013 , 555
