83 , 82
23 , 22
1911 , 1693
60 , 60
161 , 161
450 , 449
171 , 171
57 , 56
804 , 804
3 , 3
25 , 13
13 , 4
17 , 0
3630 , 3616
1 , 1
148 , 18
8 , 8
1268 , 1268
51 , 51
5 , 4
43 , 43
2642 , 2641
2529 , 2528
2 , 2
21 , 20
1 , 1
8 , 4
45 , 0
2 , 0
89 , 85
5196 , 4860
6 , 0
497 , 491
63 , 61
1 , 1
288 , 286
1430 , 1430
4 , 4
230 , 220
777 , 724
5 , 5
765 , 765
2 , 2
17 , 17
851 , 819
3737 , 3736
6 , 6
7 , 7
1 , 0
31 , 27
94 , 59
904 , 904
12 , 12
495 , 495
147 , 0
314 , 314
90 , 0
475 , 415
2 , 2
100 , 0
31 , 0
2 , 0
20 , 20
5 , 5
6 , 6
2 , 2
268 , 235
2721 , 2720
1785 , 1784
35 , 35
1035 , 1027
1 , 0
3 , 3
662 , 505
9089 , 9089
562 , 533
611 , 545
83 , 20
27 , 25
56 , 56
1520 , 1367
1 , 1
19 , 19
515 , 515
9431 , 8174
3 , 0
5131 , 5128
1 , 0
4263 , 4197
36 , 36
2 , 0
2 , 0
1 , 0
1 , 0
14 , 10
1 , 0
22 , 22
4780 , 4780
2 , 2
200 , 200
8 , 0
22 , 22
39 , 39
370 , 365
304 , 237
45 , 38
164 , 0
176 , 0
545 , 540
2619 , 2619
5140 , 5032
1 , 1
10 , 0
281 , 250
656 , 656
27 , 27
1109 , 1109
385 , 0
5 , 0
1 , 1
5 , 5
267 , 267
6384 , 6341
28 , 0
11 , 0
344 , 344
9038 , 9038
1 , 1
26 , 26
3686 , 2832
15 , 15
1278 , 1260
29 , 0
1328 , 1073
4 , 4
39 , 0
166 , 145
520 , 520
1 , 1
119 , 119
197 , 197
16 , 16
10 , 10
1 , 1
71 , 69
2 , 2
1684 , 1681
47 , 46
20 , 6
5239 , 5239
12 , 10
563 , 563
498 , 498
1 , 0
24 , 22
293 , 293
34 , 7
1 , 0
19 , 19
8844 , 8844
49 , 49
68 , 67
4 , 0
1477 , 1477
101 , 101
2 , 2
207 , 51
76 , 0
39 , 39
9 , 0
1619 , 1619
1 , 1
227 , 0
453 , 452
53 , 53
2839 , 2839
14 , 0
3922 , 3922
3896 , 0
4 , 0
2042 , 2014
109 , 109
681 , 681
51 , 0
166 , 158
259 , 256
1 , 0
19 , 0
31 , 31
138 , 0
1 , 1
116 , 116
16 , 16
1 , 0
1 , 0
2 , 0
2 , 2
70 , 0
91 , 90
18 , 0
80 , 80
12 , 12
1 , 1
1 , 1
2 , 2
6 , 6
1 , 0
1 , 0
163 , 163
85 , 85
11 , 11
87 , 41
2 , 2
3 , 0
2 , 2
4536 , 2394
1005 , 1004
737 , 736
5 , 0
3901 , 3899
1 , 0
6 , 6
1 , 0
2817 , 2817
8 , 0
8 , 0
770 , 770
119 , 116
188 , 180
18 , 15
644 , 644
2065 , 2065
24 , 24
124 , 123
469 , 469
92 , 92
91 , 80
326 , 314
16 , 13
16 , 0
104 , 98
1 , 1
1175 , 1172
3641 , 3641
7 , 7
73 , 57
32 , 22
3 , 3
4423 , 4407
3 , 3
16 , 16
34 , 0
8 , 0
232 , 232
11 , 0
7 , 7
5 , 5
2 , 0
1409 , 1197
2319 , 2282
76 , 73
117 , 117
33 , 33
5 , 0
1318 , 1265
55 , 55
2 , 0
165 , 0
60 , 0
265 , 136
28 , 16
2 , 2
26 , 2
3153 , 3153
21 , 0
6718 , 6643
52 , 0
4 , 0
231 , 231
1142 , 1142
2469 , 2461
139 , 61
268 , 259
35 , 20
1 , 0
11 , 11
148 , 142
1048 , 1040
6 , 3
36 , 36
10 , 0
21 , 21
2314 , 2314
67 , 62
2087 , 2079
8902 , 8902
399 , 392
132 , 131
2 , 2
1242 , 1242
20 , 17
1919 , 1871
520 , 0
9 , 0
1064 , 1025
5 , 4
1 , 0
25 , 25
6 , 6
17 , 15
1431 , 1429
1 , 0
103 , 103
1 , 1
9393 , 8903
5476 , 5476
4379 , 4379
9324 , 9323
4 , 4
69 , 23
3730 , 3730
19 , 0
15 , 15
1 , 0
15 , 0
1 , 0
7 , 7
3931 , 3757
1 , 0
24 , 0
9 , 7
3913 , 3908
1 , 0
1863 , 1859
32 , 0
1 , 1
2670 , 2635
16 , 16
332 , 326
1226 , 1226
8 , 0
3 , 0
95 , 92
3727 , 3727
249 , 162
7 , 6
2065 , 2065
1876 , 1855
72 , 28
3812 , 3812
1 , 1
427 , 427
17 , 14
226 , 226
3331 , 3331
1 , 1
72 , 56
310 , 310
6340 , 6331
807 , 807
6969 , 6956
2 , 0
16 , 13
2638 , 2571
1 , 1
3657 , 3652
5572 , 5571
554 , 553
219 , 219
7299 , 7276
1 , 0
153 , 152
16 , 16
36 , 34
5 , 5
630 , 630
2034 , 2034
40 , 40
38 , 0
1 , 1
4 , 0
40 , 0
31 , 31
2 , 2
12 , 0
221 , 221
130 , 130
60 , 0
5593 , 5593
30 , 0
100 , 0
5 , 0
25 , 0
4110 , 4110
1759 , 1756
3 , 0
2014 , 1684
359 , 357
2112 , 2112
680 , 0
13 , 0
2 , 2
5 , 5
98 , 97
1858 , 1199
75 , 75
15 , 15
4737 , 4687
28 , 0
3 , 0
3 , 0
1 , 0
5 , 0
3194 , 3188
126 , 126
98 , 97
588 , 560
4 , 3
128 , 128
45 , 0
16 , 0
52 , 52
991 , 893
4 , 0
41 , 41
2382 , 2328
3 , 3
38 , 35
203 , 203
1 , 1
3129 , 3129
3 , 0
189 , 187
557 , 557
834 , 834
1 , 0
5 , 5
3132 , 2827
12 , 0
1553 , 1553
8 , 8
274 , 274
1 , 0
1058 , 1058
6 , 4
55 , 0
1 , 0
79 , 79
18 , 0
10 , 0
45 , 43
272 , 272
2 , 0
26 , 26
24 , 24
2580 , 2580
21 , 17
1 , 0
1 , 0
7803 , 7803
12 , 10
3956 , 3956
13 , 0
16 , 0
9 , 9
9130 , 9126
54 , 15
83 , 83
2 , 2
74 , 74
12 , 12
1878 , 1876
3478 , 3478
824 , 788
3 , 0
578 , 516
24 , 16
9363 , 9306
7028 , 7028
7405 , 6966
2263 , 2255
427 , 0
1 , 0
11 , 3
215 , 215
6 , 0
1 , 1
4 , 4
13 , 13
3235 , 2521
456 , 456
4 , 0
1306 , 1305
15 , 8
71 , 0
21 , 21
12 , 12
745 , 297
63 , 63
6 , 6
1 , 1
72 , 72
21 , 21
2480 , 2480
8521 , 8501
239 , 234
781 , 708
19 , 19
5 , 5
418 , 412
60 , 0
23 , 11
1 , 0
2 , 0
2 , 0
289 , 285
1881 , 1881
1 , 1
756 , 754
1 , 0
4524 , 4513
7 , 7
4 , 4
7 , 0
1618 , 1613
2 , 2
1 , 0
127 , 104
7 , 5
1486 , 1486
28 , 22
322 , 317
84 , 20
620 , 492
7166 , 6850
18 , 16
12 , 12
5 , 5
13 , 13
9017 , 9016
83 , 83
592 , 592
8288 , 8288
310 , 237
30 , 4
11 , 11
2 , 0
403 , 388
4 , 0
2437 , 2437
110 , 110
10 , 10
9848 , 9848
43 , 0
14 , 14
775 , 775
11 , 0
2 , 0
1 , 1
2850 , 2850
166 , 146
3 , 0
2 , 2
33 , 0
8 , 0
1876 , 1876
2688 , 2269
15 , 0
3 , 3
1090 , 581
14 , 12
222 , 222
488 , 487
839 , 838
99 , 47
4 , 4
9 , 0
116 , 109
2210 , 2210
80 , 0
7118 , 7013
20 , 13
16 , 15
27 , 10
8 , 8
1 , 0
327 , 326
1 , 0
25 , 0
5 , 0
1 , 0
4 , 4
3 , 2
47 , 47
30 , 29
14 , 0
203 , 202
143 , 143
20 , 20
160 , 160
42 , 42
1553 , 1551
89 , 83
41 , 41
97 , 0
4955 , 4526
208 , 208
7 , 0
4300 , 4266
2 , 0
48 , 47
