100	0.028936214	0.646376637	0.31169109
200	0.012787494	0.524443962	0.018843674
400	0.006056266	0.48782354	0.00307266
700	0.003184436	0.42688238	0.002187024
1000	0.001823933	0.341581776	0.001166449
1500	0.001062539	0.317106562	0.001008151
2000	0.000673653	0.21962854	0.000702913
2500	0.000501554	0.109960166	0.000686581
3000	0.000326458	0.097758641	0.000653239
