100	0.816999441	0.927610964	1.134723556
200	0.661966144	0.858014414	1.041902869
400	0.435213881	0.744794289	0.777361928
700	0.235366125	0.608699367	0.515146407
1000	0.134366879	0.500849931	0.336689115
1500	0.063040123	0.381077007	0.189702012
2000	0.032728087	0.297517881	0.129568703
2500	0.018708981	0.236321184	0.096210619
3000	0.011997184	0.19452028	0.072443386
