0	159602702	159602702	159602702	159602702
100	149583744	155955544	155097155	159602702
200	137386900	146304829	145230721	159602702
400	115744574	136061021	133635590	159602702
700	84974209	110741843	109716974	159602702
1000	68494942	94984300	95291042	159602702
1500	51928183	80030188	78400121	159602702
2000	44296616	64279138	65630067	159602702
2500	37795739	54884692	57626954	159602702
3000	35093576	46201841	50237294	159602702
