100	0.20089433	0.972519221	0.852617235
200	0.097541557	0.417958898	0.285052188
400	0.042030349	0.027769178	0.0261556
700	0.01910204	0.018812731	0.015108565
1000	0.012349129	0.010723485	0.012378072
1500	0.007133544	0.008681345	0.00907392
2000	0.004307114	0.006769977	0.007622953
2500	0.002800965	0.005708416	0.00600402
3000	0.001997679	0.004956729	0.005147838
