100	0.227007473	0.070100422	0.102272659
200	0.408540306	0.136341865	0.23163093
400	0.643423883	0.351076357	0.43399012
700	0.827421471	0.542600261	0.630443443
1000	0.902605406	0.731731739	0.742064246
1500	0.955186304	0.822874311	0.842482068
2000	0.976612505	0.908770791	0.893312218
2500	0.9869035	0.938494477	0.929474574
3000	0.992025014	0.984403796	0.954743126
