100	0.22342985	0.3625	0.038116292	0.038
200	0.387752192	0.6155	0.072236327	0.072
400	0.625826594	0.8625	0.167456231	0.167
700	0.822025237	0.989	0.317826691	0.317
1000	0.900054553	0.9975	0.439042668	0.438
1500	0.954675281	0.9995	0.638356574	0.637
2000	0.973574087	1	0.781399611	0.78
2500	0.985725102	1	0.894919496	0.8935
3000	0.991663439	1	0.95555129	0.9545
