3259 , 3259
1 , 1
9 , 9
1 , 1
36 , 36
93 , 93
1161 , 1161
1697 , 1697
9 , 9
49239 , 49239
1 , 1
111 , 111
26613 , 26613
6659 , 6659
24181 , 24181
635 , 635
2 , 2
202 , 202
533 , 533
9 , 9
152 , 152
8 , 8
11 , 11
11978 , 11978
9 , 9
132 , 132
192 , 192
10 , 10
1 , 1
21 , 21
6880 , 6880
276 , 276
4 , 4
4684 , 4684
808 , 808
923 , 923
1662 , 1662
5087 , 5087
25 , 25
16 , 16
712 , 712
11 , 11
629 , 629
25 , 25
11371 , 11371
100 , 100
29620 , 29620
5 , 5
366 , 366
3 , 3
659 , 659
2 , 2
77 , 77
28 , 28
7 , 7
216 , 216
3249 , 3249
36 , 36
4255 , 4255
13656 , 13656
24190 , 24190
68 , 68
1688 , 1688
22151 , 22151
4 , 4
122 , 122
15 , 15
3 , 3
5 , 5
15 , 15
19123 , 19123
18 , 18
5 , 5
18 , 18
627 , 627
8 , 8
673 , 673
21657 , 21657
1 , 1
4292 , 4292
223 , 223
20 , 20
1308 , 1308
9971 , 9971
1562 , 1562
2190 , 2190
2 , 2
7576 , 7576
403 , 403
2 , 2
14209 , 14209
26 , 26
1 , 1
90 , 90
34 , 34
6 , 6
325 , 325
1421 , 1421
3 , 3
52 , 52
4 , 4
5214 , 5214
1 , 1
14 , 14
7 , 7
20 , 20
19156 , 19156
2 , 2
2218 , 2218
41933 , 41933
16056 , 16056
7501 , 7501
34 , 34
49569 , 49569
34 , 34
670 , 670
2598 , 2598
8466 , 8466
8 , 8
92 , 92
34 , 34
97 , 97
396 , 396
1 , 1
52 , 52
414 , 414
15 , 15
2553 , 2553
27069 , 27069
60 , 60
1199 , 1199
23674 , 23674
3467 , 3467
567 , 567
634 , 634
2141 , 2141
18 , 18
53 , 53
756 , 756
43 , 43
5716 , 5716
42235 , 42235
2 , 2
480 , 480
7 , 7
1 , 1
37908 , 37908
1 , 1
1 , 1
2524 , 2524
113 , 113
1918 , 1918
100 , 100
1911 , 1911
1 , 1
1951 , 1951
7 , 7
26021 , 26021
13514 , 13514
893 , 893
1 , 1
4 , 4
4 , 4
21 , 21
20 , 20
33910 , 33910
1 , 1
3014 , 3014
44 , 44
802 , 802
21 , 21
28 , 28
6 , 6
9269 , 9269
803 , 803
41 , 41
29 , 29
41280 , 41280
9469 , 9469
27 , 27
547 , 547
13 , 13
972 , 972
6 , 6
26457 , 26457
31262 , 31262
133 , 133
1 , 1
373 , 373
16248 , 16248
163 , 163
34 , 34
194 , 194
42351 , 42351
32 , 32
762 , 762
5412 , 5412
4610 , 4610
14 , 14
10 , 10
43782 , 43782
7 , 7
771 , 771
92 , 92
67 , 67
2 , 2
171 , 171
540 , 540
1 , 1
1051 , 1051
38 , 38
9 , 9
2 , 2
278 , 278
1 , 1
3004 , 3004
217 , 217
36382 , 36382
39 , 39
31 , 31
144 , 144
1 , 1
5 , 5
135 , 135
3 , 3
31307 , 31307
7145 , 7145
7 , 7
163 , 163
1 , 1
375 , 375
309 , 309
1688 , 1688
552 , 552
31 , 31
43 , 43
816 , 816
6 , 6
4519 , 4519
6495 , 6495
102 , 102
12273 , 12273
38088 , 38088
17744 , 17744
238 , 238
10 , 10
12 , 12
34980 , 34980
25918 , 25918
531 , 531
2 , 2
7438 , 7438
66 , 66
21861 , 21861
3359 , 3359
36708 , 36708
1 , 1
3 , 3
19 , 19
106 , 106
16 , 16
13 , 13
2 , 2
1 , 1
2 , 2
6205 , 6205
265 , 265
140 , 140
5 , 5
1056 , 1056
2 , 2
20 , 20
5 , 5
303 , 303
15329 , 15329
585 , 585
1 , 1
13 , 13
28431 , 28431
13552 , 13552
1422 , 1422
10213 , 10213
14 , 14
15350 , 15350
14988 , 14988
2522 , 2522
3 , 3
3862 , 3862
8211 , 8211
42 , 42
28 , 28
143 , 143
15918 , 15918
24 , 24
228 , 228
4 , 4
3703 , 3703
16855 , 16855
6334 , 6334
1915 , 1915
1926 , 1926
4418 , 4418
3928 , 3928
14 , 14
144 , 144
4816 , 4816
924 , 924
10878 , 10878
1 , 1
3 , 3
