threshold , average , min , max , hits
0.99 , 0.310266123046847 , 0 , 13.1373485126698 , 162
0.98 , 0.334395045776032 , 0 , 22.51171875 , 188
0.95 , 0.602669097924581 , 0 , 60.9747747747748 , 261
