threshold , average , min , max , hits
0.99 , 0.246560662224595 , 0 , 3.36825997594612 , 2989
0.98 , 0.278090683709912 , 0 , 3.36825997594612 , 5980
0.95 , 0.421124403647949 , 0 , 5.23648722166397 , 14950
