threshold , average , min , max , hits
0.99 , 0.103855364520907 , 0 , 0.998358682627349 , 208
0.98 , 0.0589035269448875 , 0 , 0.998358682627349 , 234
0.95 , 0.029065381572719 , 0 , 0.998358682627349 , 295
