threshold , average , min , max , hits
0.99 , 0.574310291580506 , 0 , 0.999077841063195 , 119
0.9 , 0.526180704123511 , 0 , 0.999934296977661 , 1107
0.8 , 0.505978789820132 , 0 , 1 , 2233
0.7 , 0.455800298579106 , 0 , 1 , 3207
0.5 , 0.327265245102173 , 0 , 1 , 4253
0.3 , 0.235724667142954 , 0 , 1 , 4318
