threshold , average , min , max , hits
0.99 , 0.999996258533306 , 0.999302163293789 , 1 , 200
0.9 , 0.999967577770515 , 0.950452221785293 , 1 , 1999
0.8 , 0.999976697954855 , 0.950452221785293 , 1 , 3999
0.7 , 0.99983249176269 , 0.207761194029851 , 1 , 6000
0.5 , 0.999455692187048 , 0 , 1 , 9997
0.3 , 0.99932559240121 , 0 , 1 , 13996
