threshold , average , min , max , hits
0.99 , 0.519248085304661 , 1.07523027848464E-05 , 2.60653714673032 , 3000
0.98 , 0.564136667034359 , 0 , 2.6986760159055 , 5999
0.95 , 0.707770064737983 , 0 , 4.78619685784127 , 14992
