threshold , average , min , max , hits
0.99 , 0.0961598348086811 , 0 , 1.03819158746901 , 1956
0.98 , 0.10829307145752 , 0 , 1.44970479277611 , 3914
0.95 , 0.141442373610234 , 0 , 2.64805367638904 , 9785
