threshold , average , min , max , hits
0.99 , 0.138961022745012 , 0 , 1.0308002302821 , 494
0.98 , 0.135703956969854 , 0 , 1.0308002302821 , 985
0.95 , 0.180233175217753 , 0 , 2.07509505703422 , 2467
