threshold , average , min , max , hits
0.99 , 0.204906588249429 , 0 , 0.999333908883666 , 458
0.98 , 0.116459956921746 , 0 , 0.999333908883666 , 535
0.95 , 0.0559128271337838 , 0 , 0.999333908883666 , 631
