threshold , average , min , max , hits
0.99 , 0.730849657425794 , 0 , 6.60594932060228 , 410
0.98 , 0.496420212687308 , 0 , 11.4888111888112 , 447
0.95 , 0.481551352981304 , 0 , 28.8198198198198 , 538
