threshold , average , min , max , hits
0.99 , 0.798321484371104 , 0 , 1.10194364923911 , 796
0.98 , 0.789435433283742 , 0 , 1.16135837756908 , 1574
0.95 , 0.799363974273782 , 0 , 1.22481186019431 , 3981
