threshold , average , min , max , hits
0.99 , 0.0611345317289061 , 0 , 0.811310471124289 , 959
0.98 , 0.063469667880806 , 0 , 0.879009453495664 , 1914
0.95 , 0.0737413332137944 , 0 , 1.42824341763454 , 4756
