threshold , average , min , max , hits
0.99 , 0.999767167460097 , 0.970287978058815 , 1 , 200
0.9 , 0.99964254667304 , 0.729414438300129 , 1 , 1999
0.8 , 0.999440304948078 , 0.663451232583065 , 1 , 3999
0.7 , 0.998472140626516 , 0 , 1 , 5997
0.5 , 0.99498270708707 , 0 , 1 , 9982
0.3 , 0.988735873262403 , 0 , 1 , 13918
