threshold , average , min , max , hits
0.99 , 0.6753331751901 , 0 , 0.999896878867042 , 208
0.9 , 0.659627267429825 , 0 , 0.999941269748047 , 2073
0.8 , 0.623917224106084 , 0 , 1 , 4106
0.7 , 0.563732305844118 , 0 , 1 , 5866
0.5 , 0.42307822155109 , 0 , 1 , 8111
0.3 , 0.306167113227338 , 0 , 1 , 8271
