threshold , average , min , max , hits
0.99 , 0.0220435201955656 , 0 , 0.599353340711325 , 373
0.98 , 0.0231658903495471 , 0 , 0.599353340711325 , 744
0.95 , 0.0271736542749777 , 0 , 0.802173087595292 , 1866
