threshold , average , min , max , hits
0.99 , 0.249306057998681 , 0 , 17.8083599008147 , 93
0.98 , 0.358583708002983 , 0 , 32.9488215488215 , 116
0.95 , 0.460999991116293 , 0 , 86.8576576576577 , 153
