threshold , average , min , max , hits
0.99 , 0.0178899569978374 , 0 , 0.97398398680756 , 10
0.9 , 0.02252715588387 , 0 , 0.989345280674673 , 133
0.8 , 0.0200985245753838 , 0 , 0.99239263803681 , 272
0.7 , 0.0154230197862635 , 0 , 0.99239263803681 , 339
0.5 , 0.00955455274757164 , 0 , 0.99239263803681 , 359
0.3 , 0.00687863342581453 , 0 , 0.99239263803681 , 362
