threshold , average , min , max , hits
0.99 , 0.00575382185816622 , 0 , 0.195836954448142 , 260
0.98 , 0.00639699829342736 , 0 , 0.336968066274871 , 507
0.95 , 0.00917545159322295 , 0 , 0.572777072823497 , 1269
