threshold , average , min , max , hits
0.99 , 0.706960193898783 , 0 , 1 , 463
0.9 , 0.576534192100107 , 0 , 1 , 3923
0.8 , 0.47118695375987 , 0 , 1 , 6541
0.7 , 0.387316676547008 , 0 , 1 , 8168
0.5 , 0.27696194153116 , 0 , 1 , 9742
0.3 , 0.208358608030849 , 0 , 1 , 10273
