threshold , average , min , max , hits
0.99 , 0.471561206756087 , 0 , 0.999792926364615 , 342
0.9 , 0.354473566235877 , 0 , 0.999871877001922 , 2745
0.8 , 0.26577043347865 , 0 , 0.999871877001922 , 4266
0.7 , 0.204652719295838 , 0 , 0.999871877001922 , 4999
0.5 , 0.13309302684509 , 0 , 1 , 5453
0.3 , 0.0960798680015435 , 0 , 1 , 5513
