threshold , average , min , max , hits
0.99 , 0.999967920493207 , 0.989696169088507 , 1 , 500
0.9 , 0.999987535119936 , 0.964593188963653 , 1 , 4999
0.8 , 0.999982726199868 , 0.949574448613526 , 1 , 9999
0.7 , 0.999921967510687 , 0.573700042973786 , 1 , 15000
0.5 , 0.999743178853105 , 0 , 1 , 24998
0.3 , 0.99938788317751 , 0 , 1 , 34991
