topo, k, flow_count, threshold, cm_avg, cm_hit, cm_time, sv_avg, sv_hit, sv_time, cs_avg, cs_hit, cs_time, cm_min, cm_max, sv_min, sv_max, cs_min, cs_max
hyperx9,2000,50000,0.95 ,0.000421172946586005,344,92.245,408539338793.618,388,1124.9839,0.0161971145894193,1620,305.811,0 , 0.202481858649918 ,0 , 77522962924075.2 ,0 , 0.873888676315019 ,
hyperx9,2500,50000,0.99 ,0.000317106296342909,45,81.2156,8.14166497048647E-08,1,291.7741,0.00575382185816622,260,245.6517,0 , 0.0395380293413797 ,0 , 4.07083248524323E-05 ,0 , 0.195836954448142 ,
hyperx9,2500,50000,0.98 ,0.000299544243935645,91,81.2156,1.13106868651696E-07,4,291.7741,0.00639699829342736,507,245.6517,0 , 0.0686795355657588 ,0 , 4.07083248524323E-05 ,0 , 0.336968066274871 ,
hyperx9,2500,50000,0.95 ,0.000205901200783515,213,81.2156,1.59365305773939E-07,13,291.7741,0.00917545159322295,1269,245.6517,0 , 0.0686795355657588 ,0 , 4.07083248524323E-05 ,0 , 0.572777072823497 ,
hyperx9,3000,50000,0.99 ,8.40460716951231E-05,23,76.2358,0,0,68.1471,0.00788347994230203,216,247.6567,0 , 0.0264218540080609 ,0 , 0 ,0 , 0.34784054537141 ,
hyperx9,3000,50000,0.98 ,0.000124284678952962,46,76.2358,0,0,68.1471,0.00721237869668477,420,247.6567,0 , 0.0303682116754556 ,0 , 0 ,0 , 0.421430616529872 ,
hyperx9,3000,50000,0.95 ,0.000134619695812679,121,76.2358,0,0,68.1471,0.00668802390360791,1015,247.6567,0 , 0.0704210069444444 ,0 , 0 ,0 , 0.573805825858189 ,
hyperx9,100,100000,0.99 ,0.615977109051221,1000,355.9443,0.892991703463517,974,31411.3142,0.898211608153294,1000,247.6571,3.30494750641711E-05 , 1 ,0 , 1 ,0.000346297859446356 , 3.53884643992156 ,
hyperx9,100,100000,0.98 ,0.625058135811588,2000,355.9443,0.896056416431653,1955,31411.3142,0.939039029092976,2000,247.6571,1.26433439115977E-05 , 1 ,0 , 1 ,0.000346297859446356 , 4.2256345895931 ,
hyperx9,100,100000,0.95 ,0.664638118235209,4996,355.9443,0.898700968856688,4881,31411.3142,1.02435738763148,5000,247.6571,0 , 1 ,0 , 1 ,7.19165767709457E-05 , 6.30467736074339 ,
hyperx9,200,100000,0.99 ,0.385321190090498,991,90.2394,0.810318577711217,955,69225.007,0.632570495319709,1000,404.0716,0 , 1 ,0 , 1 ,0.000375746124447116 , 2.77057541944942 ,
hyperx9,200,100000,0.98 ,0.400789527242837,1980,90.2394,0.806131616604487,1913,69225.007,0.665735996107241,2000,404.0716,0 , 1 ,0 , 1 ,3.46260387811634E-05 , 3.34167725223542 ,
hyperx9,200,100000,0.95 ,0.44582008766239,4953,90.2394,0.807786082949655,4783,69225.007,0.786058086494097,4999,404.0716,0 , 1 ,0 , 1 ,0 , 4.56060992726809 ,
hyperx9,400,100000,0.99 ,0.163410167081146,951,128.8418,0.635353054515425,918,131149.5328,0.269146540907626,1000,514.8661,0 , 1 ,0 , 1 ,5.58197691294349E-05 , 1.57744877254788 ,
hyperx9,400,100000,0.98 ,0.173088103426623,1909,128.8418,0.62968394498192,1832,131149.5328,0.309813571562144,1998,514.8661,0 , 1 ,0 , 1 ,0 , 2.1479900309226 ,
hyperx9,400,100000,0.95 ,0.203260792913938,4764,128.8418,0.633355917876858,4578,131149.5328,0.460738254210596,4987,514.8661,0 , 1 ,0 , 1 ,0 , 3.64182066454256 ,
hyperx9,700,100000,0.99 ,0.0573171358260961,872,126.3354,0.437292151861085,860,197289.763,0.14114302035813,993,654.2401,0 , 1 ,0 , 1 ,0 , 1.31144155307724 ,
hyperx9,700,100000,0.98 ,0.0617290391774452,1762,126.3354,0.434093687453049,1703,197289.763,0.158291540748223,1983,654.2401,0 , 1 ,0 , 1 ,0 , 1.31144155307724 ,
hyperx9,700,100000,0.95 ,0.0751235065901597,4425,126.3354,0.435037241647103,4270,197289.763,0.209925138196661,4960,654.2401,0 , 1 ,0 , 1 ,0 , 2.19514268366727 ,
hyperx9,1000,100000,0.99 ,0.0320828812898283,813,164.4448,0.280910481741919,795,226991.8895,0.0966736390147645,984,702.8644,0 , 0.667768922985351 ,0 , 1 ,0 , 0.759748385133079 ,
hyperx9,1000,100000,0.98 ,0.0315755012843156,1605,164.4448,0.284971728397849,1574,226991.8895,0.107694547528753,1961,702.8644,0 , 0.667768922985351 ,0 , 1 ,0 , 1.09544915412947 ,
hyperx9,1000,100000,0.95 ,0.0356373094039926,4009,164.4448,0.277584845865607,3950,226991.8895,0.129181785667467,4897,702.8644,0 , 1 ,0 , 1 ,0 , 1.50572336499692 ,
hyperx9,1500,100000,0.99 ,0.0106597394931453,655,207.5506,0.116311711794296,696,187957.8094,0.0611345317289061,959,749.9896,0 , 0.700318755837089 ,0 , 1 ,0 , 0.811310471124289 ,
hyperx9,1500,100000,0.98 ,0.0103191401922687,1295,207.5506,0.108780223212597,1375,187957.8094,0.063469667880806,1914,749.9896,0 , 0.700318755837089 ,0 , 1 ,0 , 0.879009453495664 ,
hyperx9,1500,100000,0.95 ,0.0131277099004316,3216,207.5506,0.103737338394881,3417,187957.8094,0.0737413332137944,4756,749.9896,0 , 0.976003917727718 ,0 , 1 ,0 , 1.42824341763454 ,
hyperx9,2000,100000,0.99 ,0.00403334203514472,504,236.6276,0.0233387668059798,578,114017.4143,0.0369014654850329,904,801.1652,0 , 0.281556392096812 ,0 , 0.666670372676332 ,0 , 0.474987574821185 ,
hyperx9,2000,100000,0.98 ,0.0040906599618496,1039,236.6276,0.0190045646616059,1150,114017.4143,0.0403908968347286,1795,801.1652,0 , 0.281556392096812 ,0 , 0.666670372676332 ,0 , 0.557512953367876 ,
hyperx9,2000,100000,0.95 ,0.00515808624827562,2540,236.6276,0.0183162445350993,2836,114017.4143,0.0479446893311045,4498,801.1652,0 , 0.458617620884011 ,0 , 1 ,0 , 1.07770785492664 ,
hyperx9,2500,100000,0.99 ,0.00246259003596823,367,158.425,0.000662781705375059,470,44155.0415,0.0252304263515529,855,739.9627,0 , 0.2750704623799 ,0 , 0.498901832432549 ,0 , 0.506930526845955 ,
hyperx9,2500,100000,0.98 ,0.00274317988455244,766,158.425,0.00133646816260536,925,44155.0415,0.0274534736232667,1712,739.9627,0 , 0.55974437666553 ,0 , 0.49923530441889 ,0 , 0.620720269531961 ,
hyperx9,2500,100000,0.95 ,0.00267475918850539,1880,158.425,0.00143800668413178,2274,44155.0415,0.0324619041128045,4262,739.9627,0 , 0.613427126556017 ,0 , 0.49923530441889 ,0 , 1.02451024241882 ,
hyperx9,3000,100000,0.99 ,0.00162522418910011,267,436.157,0.000375189244220081,346,17180.6625,0.0201535847352263,778,666.7687,0 , 0.307800663619859 ,0 , 0.332738322920651 ,0 , 0.621717464124726 ,
hyperx9,3000,100000,0.98 ,0.00149672711862215,551,436.157,0.000212716861622358,700,17180.6625,0.0221979151508797,1544,666.7687,0 , 0.307800663619859 ,0 , 0.332738322920651 ,0 , 0.775794874324758 ,
hyperx9,3000,100000,0.95 ,0.00179744983018704,1376,436.157,0.000256308387905124,1722,17180.6625,0.0265163271022385,3864,666.7687,0 , 0.648129108067418 ,0 , 0.333333333333333 ,0 , 1.60729145664168 ,
hyperx9,100,200000,0.99 ,0.783159208714377,2000,177.4712,8433472259.50764,1970,66949.5754,1.06523250385369,2000,554.4702,0.00101092117503455 , 1 ,0 , 8523821967946.15 ,0.00464047783138066 , 6.83537120328725 ,
hyperx9,100,200000,0.98 ,0.791014307483595,4000,177.4712,18338106612.3589,3948,66949.5754,1.0953980602991,4000,554.4702,7.94276669257522E-05 , 1 ,0 , 9869783647034.26 ,0.00464047783138066 , 7.49854006037298 ,
hyperx9,100,200000,0.95 ,0.816999440572609,10000,177.4712,16985139462.7431,9882,66949.5754,1.13472355626147,10000,554.4702,7.94276669257522E-05 , 1 ,0 , 14343967684770.8 ,0.00464047783138066 , 10.961852005724 ,
hyperx9,200,200000,0.99 ,0.608756236516464,1999,203.5397,0.891074717178504,1952,133090.0052,0.895994541781222,2000,578.5343,0 , 1 ,0 , 1 ,0.000170653161212188 , 5.0475651070346 ,
hyperx9,200,200000,0.98 ,0.627554668871018,3996,203.5397,0.887497320105902,3907,133090.0052,0.949717488391179,4000,578.5343,0 , 1 ,0 , 1 ,0.000170653161212188 , 5.0475651070346 ,
hyperx9,200,200000,0.95 ,0.661966144357415,9995,203.5397,0.890893557022642,9762,133090.0052,1.04190286907491,10000,578.5343,0 , 1 ,0 , 1 ,9.40993016487542E-05 , 6.81246135245637 ,
fattree8,2500,300000,0.99 ,0.0854834972159033,2739,490.3039,0.51012900500923,2811,3192363.1336,0.191853535381839,2980,2203.8451,0 , 1 ,0 , 1 ,0 , 1.4342622650999 ,
fattree8,2500,300000,0.98 ,0.0910973880790637,5499,490.3039,0.499668978148554,5598,3192363.1336,0.209688433165662,5963,2203.8451,0 , 1 ,0 , 1 ,0 , 2.4797577146599 ,
fattree8,2500,300000,0.95 ,0.113260441505156,13780,490.3039,0.498347568242974,14001,3192363.1336,0.31247867029202,14917,2203.8451,0 , 1 ,0 , 1 ,0 , 4.98781173503871 ,
hyperx9,400,200000,0.99 ,0.373088225668923,1977,177.4616,0.793315890254899,1910,268924.3814,0.598057125318379,2000,742.9365,0 , 1 ,0 , 1 ,1.04807520987706E-05 , 2.97753120195351 ,
hyperx9,400,200000,0.98 ,0.390287374929072,3957,177.4616,0.789477605462389,3818,268924.3814,0.644897375026252,3999,742.9365,0 , 1 ,0 , 1 ,0 , 3.23771634812567 ,
hyperx9,400,200000,0.95 ,0.435213881328654,9913,177.4616,0.789572956856126,9556,268924.3814,0.777361927605327,9999,742.9365,0 , 1 ,0 , 1 ,0 , 5.093219781124 ,
hyperx9,700,200000,0.99 ,0.177691227405989,1934,207.5507,0.647541997396617,1859,442567.9155,0.30564178764292,1997,940.4946,0 , 1 ,0 , 1 ,0 , 2.05386091369987 ,
hyperx9,700,200000,0.98 ,0.194650250948459,3887,207.5507,0.648851959894199,3705,442567.9155,0.349501976389702,3994,940.4946,0 , 1 ,0 , 1 ,0 , 2.92791985172084 ,
hyperx9,700,200000,0.95 ,0.235366125476271,9704,207.5507,0.651446920623809,9242,442567.9155,0.515146407240944,9981,940.4946,0 , 1 ,0 , 1 ,0 , 3.77486232313819 ,
hyperx9,1000,200000,0.99 ,0.102610818423427,1883,248.6589,0.540700108822879,1784,582321.771,0.199881372956245,1995,1032.7449,0 , 1 ,0 , 1 ,0 , 1.41637779678567 ,
hyperx9,1000,200000,0.98 ,0.112953652244933,3765,248.6589,0.535926895034923,3563,582321.771,0.225629598686127,3989,1032.7449,0 , 1 ,0 , 1 ,0 , 1.67006377591898 ,
hyperx9,1000,200000,0.95 ,0.134366879013359,9378,248.6589,0.533431637192384,8888,582321.771,0.336689115451095,9964,1032.7449,0 , 1 ,0 , 1 ,0 , 3.07777830758472 ,
fattree8,3000,300000,0.99 ,0.0597117819248985,2702,506.3431,398005057733.279,2800,3513715.6213,0.156709282160344,2969,2374.2787,0 , 1 ,0 , 17238852179216.2 ,0 , 1.82943248739407 ,
fattree8,3000,300000,0.98 ,0.0636117057398941,5413,506.3431,419167038191.17,5577,3513715.6213,0.174647436618965,5945,2374.2787,0 , 1 ,0 , 17238852179216.2 ,0 , 2.02959675464771 ,
fattree8,3000,300000,0.95 ,0.0793568729730726,13514,506.3431,532817511031.082,13936,3513715.6213,0.245810105875084,14874,2374.2787,0 , 1 ,0 , 29075082234289.7 ,0 , 4.4827993606227 ,
hyperx9,1500,200000,0.99 ,0.0474813236887278,1710,244.6486,0.376349556426481,1681,715294.2754,0.131097614307829,1984,1149.0207,0 , 0.978751029858062 ,0 , 1 ,0 , 1.10059431094712 ,
hyperx9,1500,200000,0.98 ,0.0510835105201743,3459,244.6486,0.371805413737102,3331,715294.2754,0.143171319750164,3971,1149.0207,0 , 0.978751029858062 ,0 , 1 ,0 , 1.3998059015749 ,
hyperx9,1500,200000,0.95 ,0.063040122759877,8674,244.6486,0.371888278680994,8314,715294.2754,0.189702012008422,9906,1149.0207,0 , 1 ,0 , 1 ,0 , 2.86578185099008 ,
hyperx9,2000,200000,0.99 ,0.0264324132953183,1597,256.6824,0.25272085751225,1572,778044.8446,0.0927983536284108,1960,1270.4098,0 , 0.745214815758464 ,0 , 1 ,0 , 0.774907418153427 ,
hyperx9,2000,200000,0.98 ,0.0279693048149548,3182,256.6824,0.250026334285944,3114,778044.8446,0.100225692121221,3922,1270.4098,0 , 0.938245035993758 ,0 , 1 ,0 , 1.07599892766074 ,
hyperx9,2000,200000,0.95 ,0.0327280871628583,7972,256.6824,0.250446923189427,7780,778044.8446,0.129568702899221,9818,1270.4098,0 , 1 ,0 , 1 ,0 , 1.51981882852683 ,
hyperx9,100,300000,0.99 ,0.850217251059877,3000,272.725,0.963887818552553,2977,95454.3914,1.0956896570531,3000,781.048,0.000863593943699246 , 1 ,0 , 1 ,0.000620010850189878 , 8.50331562647704 ,
hyperx9,100,300000,0.98 ,0.851076897038089,6000,272.725,0.961747130708935,5961,95454.3914,1.11151379569671,6000,781.048,0.000847777697419702 , 1 ,0 , 1 ,0.000620010850189878 , 8.50331562647704 ,
hyperx9,100,300000,0.95 ,0.871955258591577,15000,272.725,0.961853744378238,14908,95454.3914,1.14320415685209,15000,781.048,0.000341258104879991 , 1 ,0 , 1 ,0.000620010850189878 , 11.8533093371853 ,
hyperx9,2500,200000,0.99 ,0.0153712830754667,1428,278.741,0.148926905393441,1460,731320.182,0.0737149585797736,1945,1461.8884,0 , 1 ,0 , 1 ,0 , 0.848740554791033 ,
hyperx9,2500,200000,0.98 ,0.0163292674164744,2870,278.741,0.149084182620417,2895,731320.182,0.0779410139470504,3889,1461.8884,0 , 1 ,0 , 1 ,0 , 0.935239076209032 ,
hyperx9,2500,200000,0.95 ,0.0187089813499151,7220,278.741,0.14971521430359,7234,731320.182,0.0962106194716368,9723,1461.8884,0 , 1 ,0 , 1 ,0 , 1.77574240028115 ,
hyperx9,3000,200000,0.99 ,0.0102585831176671,1256,366.9415,0.0877911235482349,1341,636588.4106,0.0562054936878393,1887,1320.5191,0 , 0.759359446007358 ,0 , 1 ,0 , 0.964191135412463 ,
hyperx9,3000,200000,0.98 ,0.0105965268898,2538,366.9415,0.0828502495358172,2669,636588.4106,0.0579952058456731,3792,1320.5191,0 , 1 ,0 , 1 ,0 , 1.55027502466517 ,
hyperx9,3000,200000,0.95 ,0.0119971838260893,6483,366.9415,0.0828740716543789,6661,636588.4106,0.0724433855357679,9494,1320.5191,0 , 1 ,0 , 1 ,0 , 1.55027502466517 ,
hyperx9,200,300000,0.99 ,0.712387142691493,3000,266.678,0.933348454220144,2961,199888.7103,1.0268182335595,3000,759.0225,5.49659943714822E-05 , 1 ,0 , 1 ,0.000418749887190224 , 4.94184514419589 ,
hyperx9,200,300000,0.98 ,0.715923950956072,6000,266.678,0.927325676742761,5913,199888.7103,1.0558311245019,6000,759.0225,3.96993961721842E-05 , 1 ,0 , 1 ,0.000418749887190224 , 6.86019160340139 ,
hyperx9,200,300000,0.95 ,0.752350162617471,14998,266.678,0.92498812276142,14779,199888.7103,1.11581599076761,15000,759.0225,0 , 1 ,0 , 1 ,0.000418749887190224 , 8.66162525574057 ,
hyperx9,400,300000,0.99 ,0.506141993753202,2992,255.6812,51411609662.1939,2932,402857.7114,0.789159357870469,3000,1002.6726,0 , 1 ,0 , 8613340788827.4 ,3.49092533957976E-05 , 3.7791975068173 ,
hyperx9,400,300000,0.98 ,0.513624785015399,5989,255.6812,40590246968.9128,5839,402857.7114,0.835584887536037,6000,1002.6726,0 , 1 ,0 , 9418754684020.58 ,3.49092533957976E-05 , 3.7791975068173 ,
hyperx9,400,300000,0.95 ,0.561650605090344,14969,255.6812,50554352803.5129,14599,402857.7114,0.953562509325679,14998,1002.6726,0 , 1 ,0 , 14633026242329.3 ,0 , 7.21517662340938 ,
hyperx9,700,300000,0.99 ,0.315481343336638,2981,414.1037,0.759008736793575,2872,728206.7955,0.519248085304661,3000,1289.4365,0 , 1 ,0 , 1 ,1.07523027848464E-05 , 2.60653714673032 ,
hyperx9,700,300000,0.98 ,0.320127057147896,5952,414.1037,0.755187200601033,5699,728206.7955,0.564136667034359,5999,1289.4365,0 , 1 ,0 , 1 ,0 , 2.6986760159055 ,
hyperx9,700,300000,0.95 ,0.366658660271053,14867,414.1037,0.749716702058996,14229,728206.7955,0.707770064737983,14992,1289.4365,0 , 1 ,0 , 1 ,0 , 4.78619685784127 ,
hyperx9,1000,300000,0.99 ,0.186825765599012,2927,332.8868,82649942454.4093,2813,992696.0439,0.319858829241255,2997,1532.0835,0 , 1 ,0 , 8582787136160.3 ,0 , 1.70922063441029 ,
hyperx9,1000,300000,0.98 ,0.195930214496257,5845,332.8868,83108969983.0792,5587,992696.0439,0.367490240253598,5993,1532.0835,0 , 1 ,0 , 9975699381402.63 ,0 , 2.72841953045253 ,
hyperx9,1000,300000,0.95 ,0.238170009832113,14609,332.8868,101740965949.033,13951,992696.0439,0.532024370045335,14972,1532.0835,0 , 1 ,0 , 14437777515442.3 ,0 , 4.43551356465264 ,
hyperx9,1500,300000,0.99 ,0.0986426837988886,2833,362.966,88772169202.6587,2717,1331252.2332,0.197062490940392,2990,1623.3597,0 , 1 ,0 , 8726254755920.04 ,0 , 1.46093443000583 ,
hyperx9,1500,300000,0.98 ,0.102787813966796,5640,362.966,84129574735.0792,5406,1331252.2332,0.220749753143066,5981,1623.3597,0 , 1 ,0 , 9519976422267.41 ,0 , 2.46995479759087 ,
hyperx9,1500,300000,0.95 ,0.125195329527208,14062,362.966,86724809669.3589,13453,1331252.2332,0.32993911107356,14948,1623.3597,0 , 1 ,0 , 14475664094103.1 ,0 , 3.10492559960218 ,
hyperx9,2000,300000,0.99 ,0.0558808755747086,2693,370.989,50456188092.1302,2617,1578383.7245,0.143013131148041,2990,1832.8841,0 , 0.968074192204943 ,0 , 8632882849920.22 ,0 , 1.81332316803677 ,
hyperx9,2000,300000,0.98 ,0.0597984639407546,5376,370.989,57353833882.0192,5186,1578383.7245,0.155895209862209,5968,1832.8841,0 , 1 ,0 , 9718879383335.21 ,0 , 2.20269729969089 ,
hyperx9,2000,300000,0.95 ,0.0745952064188678,13415,370.989,64106758551.9054,12925,1578383.7245,0.211312870730809,14901,1832.8841,0 , 1 ,0 , 14085440851864.9 ,0 , 3.05928644216553 ,
hyperx9,2500,300000,0.99 ,0.0357818017085045,2564,401.0692,0.316077889615893,2481,1651951.957,0.112590517655433,2968,1747.6247,0 , 0.876844369907337 ,0 , 1 ,0 , 1.22671862844721 ,
hyperx9,2500,300000,0.98 ,0.0385855333357072,5097,401.0692,0.318664264695249,4920,1651951.957,0.12184490722141,5937,1747.6247,0 , 1 ,0 , 1 ,0 , 1.4394883454536 ,
hyperx9,2500,300000,0.95 ,0.046468486618542,12710,401.0692,0.314283020104681,12275,1651951.957,0.157036520055087,14835,1747.6247,0 , 1 ,0 , 1 ,0 , 2.39059067571137 ,
hyperx9,3000,300000,0.99 ,0.0230544472820508,2425,491.309,0.23527104007916,2346,1554603.9886,0.0896978987618685,2944,1607.2763,0 , 1 ,0 , 1 ,0 , 0.811332182977075 ,
hyperx9,3000,300000,0.98 ,0.0245880322829235,4801,491.309,0.237671645183918,4694,1554603.9886,0.0948172605787226,5893,1607.2763,0 , 1 ,0 , 1 ,0 , 1.10704565059 ,
hyperx9,3000,300000,0.95 ,0.0296029413457654,11971,491.309,0.230526787219296,11718,1554603.9886,0.120885569778783,14726,1607.2763,0 , 1 ,0 , 1 ,0 , 2.25507010247395 ,
