fattree8,50000,100,57.1512,17400.2578
fattree8,50000,200,212.5645,35130.3933
fattree8,50000,400,80.2126,65597.2349
fattree8,50000,700,84.2233,94450.9409
fattree8,50000,1000,69.184,96988.6883
fattree8,50000,1500,87.2648,76803.1449
fattree8,50000,2000,162.4328,67348.0072
fattree8,50000,2500,111.2633,54663.3197
fattree8,50000,3000,106.2829,47581.4934
fattree8,100000,100,104.2779,35982.6908
fattree8,100000,200,142.3785,79801.1819
fattree8,100000,400,135.36,156133.073
fattree8,100000,700,142.3785,270889.8059
fattree8,100000,1000,126.3359,357131.0744
fattree8,100000,1500,170.4528,416091.7381
fattree8,100000,2000,179.4773,428368.7178
fattree8,200000,100,246.6551,85523.3606
fattree8,100000,2500,190.5068,395803.1766
fattree8,100000,3000,205.5113,343037.9524
fattree8,200000,200,250.633,165462.8754
fattree8,200000,400,233.6136,355846.0384
fattree8,200000,700,244.6494,627749.524
fattree8,200000,1000,264.7377,898255.5999
fattree8,200000,1500,517.3726,1259048.6802
fattree8,200000,2000,402.0657,1543887.3799
fattree8,300000,100,346.922,126238.5997
fattree8,300000,200,384.0207,269983.7402
fattree8,200000,2500,392.0406,1670130.741
fattree8,300000,400,348.9279,544294.495
fattree8,200000,3000,384.0211,1715615.5414
fattree8,300000,700,351.9348,979144.8295
fattree8,300000,1000,382.9836,1424018.6379
fattree8,300000,1500,419.1145,2041306.4974
fattree8,300000,2000,436.1587,2651620.6362
hyperx9,50000,100,57.1508,16169.8891
hyperx9,50000,200,54.1436,29080.1316
hyperx9,50000,400,67.1784,45737.3154
hyperx9,50000,700,88.2331,50113.9208
hyperx9,50000,1000,85.2256,31175.6905
hyperx9,50000,1500,77.2383,5679.0296
hyperx9,50000,2000,92.245,1124.9839
hyperx9,50000,2500,81.2156,291.7741
hyperx9,50000,3000,76.2358,68.1471
hyperx9,100000,100,355.9443,31411.3142
hyperx9,100000,200,90.2394,69225.007
hyperx9,100000,400,128.8418,131149.5328
hyperx9,100000,700,126.3354,197289.763
hyperx9,100000,1000,164.4448,226991.8895
hyperx9,100000,1500,207.5506,187957.8094
hyperx9,100000,2000,236.6276,114017.4143
hyperx9,100000,2500,158.425,44155.0415
hyperx9,100000,3000,436.157,17180.6625
hyperx9,200000,100,177.4712,66949.5754
hyperx9,200000,200,203.5397,133090.0052
fattree8,300000,2500,490.3039,3192363.1336
hyperx9,200000,400,177.4616,268924.3814
hyperx9,200000,700,207.5507,442567.9155
hyperx9,200000,1000,248.6589,582321.771
fattree8,300000,3000,506.3431,3513715.6213
hyperx9,200000,1500,244.6486,715294.2754
hyperx9,200000,2000,256.6824,778044.8446
hyperx9,300000,100,272.725,95454.3914
hyperx9,200000,2500,278.741,731320.182
hyperx9,200000,3000,366.9415,636588.4106
hyperx9,300000,200,266.678,199888.7103
hyperx9,300000,400,255.6812,402857.7114
hyperx9,300000,700,414.1037,728206.7955
hyperx9,300000,1000,332.8868,992696.0439
hyperx9,300000,1500,362.966,1331252.2332
hyperx9,300000,2000,370.989,1578383.7245
hyperx9,300000,2500,401.0692,1651951.957
hyperx9,300000,3000,491.309,1554603.9886
