sketch,topo,flow,k,threshold,avg,min,max,hit,hitrate,sv_avg,sv_min,sv_max,sv_hit,sv_hitrate
CountMax ,fattree6 ,40000,200,0.8,0.377251476,0,1,4560,0.57,0.386014031,0,0.999849034,3856,0.482
CountMax ,fattree6 ,40000,200,0.9,0.492264508,0,1,2924,0.731,0.440041755,0,0.999769721,1966,0.4915
CountMax ,fattree6 ,40000,200,0.99,0.638091395,0,0.999972707,361,0.9025,0.482772993,0,0.999769721,205,0.5125
CountMax ,fattree6 ,40000,400,0.3,0.297748178,0,1,11314,0.404071429,0.254846384,0,1,9704,0.346571429
CountMax ,fattree6 ,40000,400,0.5,0.390233557,0,1,10609,0.53045,0.353072543,0,1,9539,0.47695
CountMax ,fattree6 ,40000,400,0.7,0.546281069,0,1,8779,0.731583333,0.519277058,0,0.99996632,8104,0.675333333
CountMax ,fattree6 ,40000,400,0.8,0.65357955,0,1,6821,0.852625,0.626924396,0,0.99996632,5985,0.748125
CountMax ,fattree6 ,40000,400,0.9,0.765821156,0,1,3797,0.94925,0.690124869,0,0.99996632,3004,0.751
CountMax ,fattree6 ,40000,400,0.99,0.863791249,0.200897231,1,400,1,0.736273776,0,0.999656757,309,0.7725
CountMax ,fattree6 ,40000,700,0.3,0.505357188,0,1,17071,0.609678571,0.389976671,0,1,13814,0.493357143
CountMax ,fattree6 ,40000,700,0.5,0.625144015,0,1,14939,0.74695,0.497162043,0,1,12688,0.6344
CountMax ,fattree6 ,40000,700,0.7,0.777397676,0,1,10822,0.901833333,0.70354479,0,1,10569,0.88075
CountMax ,fattree6 ,40000,700,0.8,0.854717213,0,1,7704,0.963,0.81490603,0,1,7373,0.921625
CountMax ,fattree6 ,40000,700,0.9,0.92054765,0,1,3972,0.993,0.86825158,0,1,3682,0.9205
CountMax ,fattree6 ,40000,700,0.99,0.948855162,0.154343105,1,400,1,0.895424564,0,1,370,0.925
CountMax ,fattree6 ,40000,1000,0.3,0.663631355,0,1,21022,0.750785714,0.479847879,0,1,16432,0.586857143
CountMax ,fattree6 ,40000,1000,0.5,0.776821737,0,1,17330,0.8665,0.609559318,0,1,14932,0.7466
CountMax ,fattree6 ,40000,1000,0.7,0.89086035,0,1,11559,0.96325,0.831083371,0,1,11662,0.971833333
CountMax ,fattree6 ,40000,1000,0.8,0.934998049,0,1,7913,0.989125,0.913550642,0,1,7877,0.984625
CountMax ,fattree6 ,40000,1000,0.9,0.962893045,0,1,3991,0.99775,0.950694185,0,1,3941,0.98525
CountMax ,fattree6 ,40000,1000,0.99,0.980231893,0.406383942,1,400,1,0.97316335,0,1,397,0.9925
CountMax ,fattree6 ,40000,2000,0.3,0.910592374,0,1,26461,0.945035714,0.810309858,0,1,25348,0.905285714
CountMax ,fattree6 ,40000,2000,0.5,0.953824075,0,1,19563,0.97815,0.939358985,0,1,19745,0.98725
CountMax ,fattree6 ,40000,2000,0.7,0.982522818,0,1,11941,0.995083333,0.988123947,0.693629205,1,12000,1
CountMax ,fattree6 ,40000,2000,0.8,0.991112967,0,1,7993,0.999125,0.994521286,0.901856148,1,7999,0.999875
CountMax ,fattree6 ,40000,2000,0.9,0.995774138,0.331224077,1,3999,0.99975,0.99729017,0.968186958,1,3999,0.99975
CountMax ,fattree6 ,40000,2000,0.99,0.997221328,0.843648475,1,400,1,0.998662805,0.98877466,1,400,1
CountMax ,fattree6 ,40000,4000,0.3,0.987489282,0,1,27793,0.992607143,0.997283611,0.526315789,1,28000,1
CountMax ,fattree6 ,40000,4000,0.5,0.994978124,0,1,19956,0.9978,0.999560027,0.947674419,1,20000,1
CountMax ,fattree6 ,40000,4000,0.7,0.998408227,0,1,11995,0.999583333,0.999923212,0.993585175,1,12000,1
CountMax ,fattree6 ,40000,4000,0.8,0.999214646,0,1,7998,0.99975,0.999963247,0.998078565,1,7999,0.999875
CountMax ,fattree6 ,40000,4000,0.9,0.999685233,0.626270524,1,3999,0.99975,0.999981798,0.999321574,1,3999,0.99975
CountMax ,fattree6 ,40000,4000,0.99,0.999912865,0.986898266,1,400,1,0.999992273,0.999765062,1,400,1
CountMax ,fattree6 ,40000,7000,0.3,0.998517239,0,1,27978,0.999214286,1,1,1,28000,1
CountMax ,fattree6 ,40000,7000,0.5,0.999486352,0,1,19998,0.9999,1,1,1,20000,1
CountMax ,fattree6 ,40000,7000,0.7,0.999801231,0.337486837,1,12000,1,1,1,1,12000,1
CountMax ,fattree6 ,40000,7000,0.8,0.999840784,0.337486837,1,7999,0.999875,1,1,1,7999,0.999875
CountMax ,fattree6 ,40000,7000,0.9,0.999979708,0.978359393,1,3999,0.99975,1,1,1,3999,0.99975
CountMax ,fattree6 ,40000,7000,0.99,0.9999678,0.990740264,1,400,1,1,1,1,400,1
CountMax ,fattree6 ,40000,10000,0.3,0.999588766,0,1,27993,0.99975,1,1,1,28000,1
CountMax ,fattree6 ,40000,10000,0.5,0.999922858,0.319319319,1,20000,1,1,1,1,20000,1
CountMax ,fattree6 ,40000,10000,0.7,0.999985422,0.937752627,1,12000,1,1,1,1,12000,1
CountMax ,fattree6 ,40000,10000,0.8,0.999986491,0.937752627,1,7999,0.999875,1,1,1,7999,0.999875
CountMax ,fattree6 ,40000,10000,0.9,0.999999479,0.998708381,1,3999,0.99975,1,1,1,3999,0.99975
CountMax ,fattree6 ,40000,10000,0.99,0.999999614,0.999845619,1,400,1,1,1,1,400,1
CountMax ,fattree6 ,40000,50000,0.3,1,1,1,28000,1,1,1,1,28000,1
CountMax ,fattree6 ,40000,50000,0.5,1,1,1,20000,1,1,1,1,20000,1
CountMax ,fattree6 ,40000,50000,0.7,1,1,1,12000,1,1,1,1,12000,1
CountMax ,fattree6 ,40000,50000,0.8,1,1,1,7999,0.999875,1,1,1,7999,0.999875
CountMax ,fattree6 ,40000,50000,0.9,1,1,1,3999,0.99975,1,1,1,3999,0.99975
CountMax ,fattree6 ,40000,50000,0.99,1,1,1,400,1,1,1,1,400,1
CountMax ,fattree6 ,50000,10,0.3,0.005277725,0,0.998223732,324,0.009257143,0.006878633,0,0.992392638,362,0.010342857
CountMax ,fattree6 ,50000,10,0.5,0.007343772,0,0.998223732,322,0.01288,0.009554553,0,0.992392638,359,0.01436
CountMax ,fattree6 ,50000,10,0.7,0.011588454,0,0.998223732,300,0.02,0.01542302,0,0.992392638,339,0.0226
CountMax ,fattree6 ,50000,10,0.8,0.015321851,0,0.998223732,262,0.0262,0.020098525,0,0.992392638,272,0.0272
CountMax ,fattree6 ,50000,10,0.9,0.021918436,0,0.998223732,187,0.0374,0.022527156,0,0.989345281,133,0.0266
CountMax ,fattree6 ,50000,10,0.99,0.03460705,0,0.994659688,27,0.054,0.017889957,0,0.973983987,10,0.02
CountMax ,fattree6 ,50000,50,0.3,0.026743,0,0.999919468,1624,0.0464,0.033636279,0,0.999645296,1712,0.048914286
CountMax ,fattree6 ,50000,50,0.5,0.037275543,0,0.999919468,1614,0.06456,0.046971943,0,0.999645296,1704,0.06816
CountMax ,fattree6 ,50000,50,0.7,0.058981133,0,0.999919468,1520,0.101333333,0.075450481,0,0.999645296,1601,0.106733333
CountMax ,fattree6 ,50000,50,0.8,0.080244135,0,0.999919468,1363,0.1363,0.099292222,0,0.999645296,1303,0.1303
CountMax ,fattree6 ,50000,50,0.9,0.112974019,0,0.999919468,947,0.1894,0.117079489,0,0.999645296,676,0.1352
CountMax ,fattree6 ,50000,50,0.99,0.156290752,0,0.993516313,132,0.264,0.124183532,0,0.999351702,68,0.136
CountMax ,fattree6 ,50000,100,0.3,0.054923375,0,1,3264,0.093257143,0.062786912,0,0.999845542,3205,0.091571429
CountMax ,fattree6 ,50000,100,0.5,0.076653807,0,1,3252,0.13008,0.087557847,0,0.999845542,3183,0.12732
CountMax ,fattree6 ,50000,100,0.7,0.120293704,0,1,3040,0.202666667,0.139229265,0,0.999845542,2936,0.195733333
CountMax ,fattree6 ,50000,100,0.8,0.159556311,0,1,2670,0.267,0.18015256,0,0.999845542,2339,0.2339
CountMax ,fattree6 ,50000,100,0.9,0.220700859,0,0.999685746,1832,0.3664,0.211465733,0,0.999845542,1204,0.2408
CountMax ,fattree6 ,50000,100,0.99,0.29405826,0,0.99926994,247,0.494,0.254069723,0,0.99790782,138,0.276
CountMax ,fattree6 ,50000,200,0.3,0.115287304,0,1,6413,0.183228571,0.117792446,0,0.999979011,5919,0.169114286
CountMax ,fattree6 ,50000,200,0.5,0.158959836,0,1,6304,0.25216,0.164029771,0,0.999979011,5875,0.235
CountMax ,fattree6 ,50000,200,0.7,0.242641792,0,1,5756,0.383733333,0.258203751,0,0.999979011,5366,0.357733333
CountMax ,fattree6 ,50000,200,0.8,0.313912488,0,1,4901,0.4901,0.325097471,0,0.999979011,4139,0.4139
CountMax ,fattree6 ,50000,200,0.9,0.410894386,0,1,3165,0.633,0.376848871,0,0.999979011,2120,0.424
CountMax ,fattree6 ,50000,200,0.99,0.531201508,0,0.99995914,400,0.8,0.446066943,0,0.999979011,238,0.476
CountMax ,fattree6 ,50000,400,0.3,0.236939233,0,1,11731,0.335171429,0.210715408,0,1,10221,0.292028571
CountMax ,fattree6 ,50000,400,0.5,0.316824028,0,1,11217,0.44868,0.293160008,0,1,10119,0.40476
CountMax ,fattree6 ,50000,400,0.7,0.458371324,0,1,9637,0.642466667,0.444658389,0,1,8850,0.59
CountMax ,fattree6 ,50000,400,0.8,0.567129611,0,1,7764,0.7764,0.544873088,0,1,6662,0.6662
CountMax ,fattree6 ,50000,400,0.9,0.693363711,0,1,4526,0.9052,0.617720858,0,1,3399,0.6798
CountMax ,fattree6 ,50000,400,0.99,0.793992616,0,1,488,0.976,0.653126544,0,0.999979011,345,0.69
CountMax ,fattree6 ,50000,700,0.3,0.414609311,0,1,18156,0.518742857,0.333424061,0,1,15232,0.4352
CountMax ,fattree6 ,50000,700,0.5,0.53084115,0,1,16557,0.66228,0.440443069,0,1,14164,0.56656
CountMax ,fattree6 ,50000,700,0.7,0.70025562,0,1,12787,0.852466667,0.628471991,0,1,11976,0.7984
CountMax ,fattree6 ,50000,700,0.8,0.794874473,0,1,9383,0.9383,0.747800838,0,1,8694,0.8694
CountMax ,fattree6 ,50000,700,0.9,0.880704173,0,1,4945,0.989,0.817892898,0,1,4387,0.8774
CountMax ,fattree6 ,50000,700,0.99,0.933483059,0,1,499,0.998,0.847892632,0,1,442,0.884
CountMax ,fattree6 ,50000,1000,0.3,0.566903851,0,1,23288,0.665371429,0.415713548,0,1,18172,0.5192
CountMax ,fattree6 ,50000,1000,0.5,0.688854326,0,1,20008,0.80032,0.532978223,0,1,16767,0.67068
CountMax ,fattree6 ,50000,1000,0.7,0.834332791,0,1,14048,0.936533333,0.749789179,0,1,13927,0.928466667
CountMax ,fattree6 ,50000,1000,0.8,0.89655855,0,1,9783,0.9783,0.85977787,0,1,9573,0.9573
CountMax ,fattree6 ,50000,1000,0.9,0.944147642,0,1,4985,0.997,0.910426138,0,1,4788,0.9576
CountMax ,fattree6 ,50000,1000,0.99,0.966763679,0.271596285,1,500,1,0.920739056,0,1,474,0.948
CountMax ,fattree6 ,50000,2000,0.3,0.851522364,0,1,31633,0.9038,0.670345203,0,1,26944,0.769828571
CountMax ,fattree6 ,50000,2000,0.5,0.920089965,0,1,24046,0.96184,0.840960981,0,1,23791,0.95164
CountMax ,fattree6 ,50000,2000,0.7,0.96928315,0,1,14897,0.993133333,0.965737036,0,1,14998,0.999866667
CountMax ,fattree6 ,50000,2000,0.8,0.983961206,0,1,9987,0.9987,0.98458628,0,1,9998,0.9998
CountMax ,fattree6 ,50000,2000,0.9,0.991904602,0.291324781,1,4999,0.9998,0.992147344,0,1,4998,0.9996
CountMax ,fattree6 ,50000,2000,0.99,0.994198366,0.684956515,1,500,1,0.995740463,0.973260544,1,500,1
CountMax ,fattree6 ,50000,4000,0.3,0.976055773,0,1,34520,0.986285714,0.984350044,0,1,34920,0.997714286
CountMax ,fattree6 ,50000,4000,0.5,0.990699845,0,1,24903,0.99612,0.997632214,0.849710983,1,25000,1
CountMax ,fattree6 ,50000,4000,0.7,0.997037256,0,1,14993,0.999533333,0.999642182,0.98452381,1,15000,1
CountMax ,fattree6 ,50000,4000,0.8,0.998242675,0,1,9997,0.9997,0.999836763,0.99508878,1,9999,0.9999
CountMax ,fattree6 ,50000,4000,0.9,0.999201139,0.439175906,1,4999,0.9998,0.999913504,0.998399803,1,4999,0.9998
CountMax ,fattree6 ,50000,4000,0.99,0.998638973,0.794541565,1,500,1,0.999955434,0.999434057,1,500,1
CountMax ,fattree6 ,50000,7000,0.3,0.996597812,0,1,34942,0.998342857,1,1,1,35000,1
CountMax ,fattree6 ,50000,7000,0.5,0.99864247,0,1,24985,0.9994,1,1,1,25000,1
CountMax ,fattree6 ,50000,7000,0.7,0.999697248,0,1,14999,0.999933333,1,1,1,15000,1
CountMax ,fattree6 ,50000,7000,0.8,0.999844398,0.701584057,1,9999,0.9999,1,1,1,9999,0.9999
CountMax ,fattree6 ,50000,7000,0.9,0.99992644,0.925497994,1,4999,0.9998,1,1,1,4999,0.9998
CountMax ,fattree6 ,50000,7000,0.99,0.999927113,0.97939486,1,500,1,1,1,1,500,1
CountMax ,fattree6 ,50000,10000,0.3,0.999269296,0,1,34987,0.999628571,1,1,1,35000,1
CountMax ,fattree6 ,50000,10000,0.5,0.999740608,0,1,24998,0.99992,1,1,1,25000,1
CountMax ,fattree6 ,50000,10000,0.7,0.999969039,0.88066153,1,15000,1,1,1,1,15000,1
CountMax ,fattree6 ,50000,10000,0.8,0.999971519,0.88066153,1,9999,0.9999,1,1,1,9999,0.9999
CountMax ,fattree6 ,50000,10000,0.9,0.999990067,0.9843026,1,4999,0.9998,1,1,1,4999,0.9998
CountMax ,fattree6 ,50000,10000,0.99,0.999999143,0.999830268,1,500,1,1,1,1,500,1
CountMax ,fattree6 ,50000,50000,0.3,1,1,1,35000,1,1,1,1,35000,1
CountMax ,fattree6 ,50000,50000,0.5,1,1,1,25000,1,1,1,1,25000,1
CountMax ,fattree6 ,50000,50000,0.7,1,1,1,15000,1,1,1,1,15000,1
CountMax ,fattree6 ,50000,50000,0.8,1,1,1,9999,0.9999,1,1,1,9999,0.9999
CountMax ,fattree6 ,50000,50000,0.9,1,1,1,4999,0.9998,1,1,1,4999,0.9998
CountMax ,fattree6 ,50000,50000,0.99,1,1,1,500,1,1,1,1,500,1
CountMax ,hyperx7 ,10000,10,0.3,0.043268396,0,0.999128616,545,0.077857143,0.052238094,0,0.998740554,492,0.070285714
CountMax ,hyperx7 ,10000,10,0.5,0.060259758,0,0.999128616,542,0.1084,0.072753056,0,0.998740554,488,0.0976
CountMax ,hyperx7 ,10000,10,0.7,0.093681545,0,0.999128616,506,0.168666667,0.107837602,0,0.998740554,402,0.134
CountMax ,hyperx7 ,10000,10,0.8,0.123860033,0,0.999128616,442,0.221,0.122556783,0,0.998740554,281,0.1405
CountMax ,hyperx7 ,10000,10,0.9,0.162609846,0,0.999128616,292,0.292,0.128339949,0,0.997660224,137,0.137
CountMax ,hyperx7 ,10000,10,0.99,0.24095065,0,0.997618555,41,0.41,0.144485051,0,0.997660224,15,0.15
CountMax ,hyperx7 ,10000,50,0.3,0.255904557,0,1,2504,0.357714286,0.232917858,0,1,2158,0.308285714
CountMax ,hyperx7 ,10000,50,0.5,0.332864658,0,1,2323,0.4646,0.321458999,0,1,2100,0.42
CountMax ,hyperx7 ,10000,50,0.7,0.453858613,0,1,1885,0.628333333,0.436782116,0,0.999887311,1528,0.509333333
CountMax ,hyperx7 ,10000,50,0.8,0.531533837,0,1,1461,0.7305,0.477531922,0,0.999887311,1043,0.5215
CountMax ,hyperx7 ,10000,50,0.9,0.60752252,0,1,821,0.821,0.49532526,0,0.999887311,521,0.521
CountMax ,hyperx7 ,10000,50,0.99,0.712682148,0,1,94,0.94,0.536788482,0,0.997711908,55,0.55
CountMax ,hyperx7 ,10000,100,0.3,0.473230449,0,1,4035,0.576428571,0.448832524,0,1,3921,0.560142857
CountMax ,hyperx7 ,10000,100,0.5,0.566308736,0,1,3455,0.691,0.587119895,0,1,3447,0.6894
CountMax ,hyperx7 ,10000,100,0.7,0.695363654,0,1,2530,0.843333333,0.704947993,0,0.99988803,2379,0.793
CountMax ,hyperx7 ,10000,100,0.8,0.771072553,0,1,1833,0.9165,0.749443817,0,0.99988803,1602,0.801
CountMax ,hyperx7 ,10000,100,0.9,0.837254747,0,1,975,0.975,0.789746141,0,0.99988803,820,0.82
CountMax ,hyperx7 ,10000,100,0.99,0.915967099,0.431796502,1,100,1,0.813365715,0,0.999054324,83,0.83
CountMax ,hyperx7 ,10000,200,0.3,0.714116794,0,1,5557,0.793857143,0.677995943,0,1,5186,0.740857143
CountMax ,hyperx7 ,10000,200,0.5,0.799911094,0,1,4413,0.8826,0.74491738,0,1,4146,0.8292
CountMax ,hyperx7 ,10000,200,0.7,0.886305231,0,1,2876,0.958666667,0.868151481,0,1,2864,0.954666667
CountMax ,hyperx7 ,10000,200,0.8,0.9269729,0,1,1974,0.987,0.911851084,0,1,1910,0.955
CountMax ,hyperx7 ,10000,200,0.9,0.951879421,0,1,997,0.997,0.938414607,0,1,963,0.963
CountMax ,hyperx7 ,10000,200,0.99,0.97717177,0.644047873,1,100,1,0.97566776,0,1,99,0.99
CountMax ,hyperx7 ,10000,400,0.3,0.912264508,0,1,6625,0.946428571,0.822091655,0,1,6205,0.886428571
CountMax ,hyperx7 ,10000,400,0.5,0.952712256,0,1,4896,0.9792,0.92192695,0,1,4968,0.9936
CountMax ,hyperx7 ,10000,400,0.7,0.981357824,0,1,2988,0.996,0.982650268,0.822898032,1,3000,1
CountMax ,hyperx7 ,10000,400,0.8,0.987126262,0,1,1994,0.997,0.991320044,0.934954008,1,1999,0.9995
CountMax ,hyperx7 ,10000,400,0.9,0.992756234,0,1,998,0.998,0.995143752,0.97690154,1,999,0.999
CountMax ,hyperx7 ,10000,400,0.99,0.998347982,0.95616324,1,100,1,0.997149228,0.989838936,1,100,1
CountMax ,hyperx7 ,10000,700,0.3,0.980193278,0,1,6928,0.989714286,0.985909925,0.692307692,1,7000,1
CountMax ,hyperx7 ,10000,700,0.5,0.991176726,0,1,4982,0.9964,0.997232236,0.945205479,1,5000,1
CountMax ,hyperx7 ,10000,700,0.7,0.997233118,0,1,2999,0.999666667,0.999384673,0.992424242,1,3000,1
CountMax ,hyperx7 ,10000,700,0.8,0.997692664,0,1,1998,0.999,0.999693661,0.997816594,1,1999,0.9995
CountMax ,hyperx7 ,10000,700,0.9,0.998524992,0.738208033,1,999,0.999,0.999829911,0.999103541,1,999,0.999
CountMax ,hyperx7 ,10000,700,0.99,0.995924776,0.738208033,1,100,1,0.999900946,0.999582507,1,100,1
CountMax ,hyperx7 ,10000,1000,0.3,0.993061765,0,1,6975,0.996428571,1,1,1,7000,1
CountMax ,hyperx7 ,10000,1000,0.5,0.996374953,0,1,4992,0.9984,1,1,1,5000,1
CountMax ,hyperx7 ,10000,1000,0.7,0.998758805,0,1,2998,0.999333333,1,1,1,3000,1
CountMax ,hyperx7 ,10000,1000,0.8,0.999723673,0.873441397,1,1999,0.9995,1,1,1,1999,0.9995
CountMax ,hyperx7 ,10000,1000,0.9,0.999790702,0.949849707,1,999,0.999,1,1,1,999,0.999
CountMax ,hyperx7 ,10000,1000,0.99,0.99974431,0.976748929,1,100,1,1,1,1,100,1
CountMax ,hyperx7 ,10000,2000,0.3,0.999740157,0,1,6999,0.999857143,1,1,1,7000,1
CountMax ,hyperx7 ,10000,2000,0.5,0.999878633,0.756302521,1,5000,1,1,1,1,5000,1
CountMax ,hyperx7 ,10000,2000,0.7,0.999970471,0.958742633,1,3000,1,1,1,1,3000,1
CountMax ,hyperx7 ,10000,2000,0.8,0.999963386,0.958742633,1,1999,0.9995,1,1,1,1999,0.9995
CountMax ,hyperx7 ,10000,2000,0.9,0.999998826,0.999098467,1,999,0.999,1,1,1,999,0.999
CountMax ,hyperx7 ,10000,2000,0.99,0.99998998,0.999098467,1,100,1,1,1,1,100,1
CountMax ,hyperx7 ,10000,4000,0.3,0.999911527,0.688007214,1,7000,1,1,1,1,7000,1
CountMax ,hyperx7 ,10000,4000,0.5,0.999885513,0.688007214,1,5000,1,1,1,1,5000,1
CountMax ,hyperx7 ,10000,4000,0.7,0.999895909,0.688007214,1,3000,1,1,1,1,3000,1
CountMax ,hyperx7 ,10000,4000,0.8,0.99999986,0.999720006,1,1999,0.9995,1,1,1,1999,0.9995
CountMax ,hyperx7 ,10000,4000,0.9,0.99999972,0.999720006,1,999,0.999,1,1,1,999,0.999
CountMax ,hyperx7 ,10000,4000,0.99,1,1,1,100,1,1,1,1,100,1
CountMax ,hyperx7 ,10000,7000,0.3,1,1,1,7000,1,1,1,1,7000,1
CountMax ,hyperx7 ,10000,7000,0.5,1,1,1,5000,1,1,1,1,5000,1
CountMax ,hyperx7 ,10000,7000,0.7,1,1,1,3000,1,1,1,1,3000,1
CountMax ,hyperx7 ,10000,7000,0.8,1,1,1,1999,0.9995,1,1,1,1999,0.9995
CountMax ,hyperx7 ,10000,7000,0.9,1,1,1,999,0.999,1,1,1,999,0.999
CountMax ,hyperx7 ,10000,7000,0.99,1,1,1,100,1,1,1,1,100,1
CountMax ,hyperx7 ,10000,10000,0.3,1,1,1,7000,1,1,1,1,7000,1
CountMax ,hyperx7 ,10000,10000,0.5,1,1,1,5000,1,1,1,1,5000,1
CountMax ,hyperx7 ,10000,10000,0.7,1,1,1,3000,1,1,1,1,3000,1
CountMax ,hyperx7 ,10000,10000,0.8,1,1,1,1999,0.9995,1,1,1,1999,0.9995
CountMax ,hyperx7 ,10000,10000,0.9,1,1,1,999,0.999,1,1,1,999,0.999
CountMax ,hyperx7 ,10000,10000,0.99,1,1,1,100,1,1,1,1,100,1
CountMax ,hyperx7 ,10000,50000,0.3,1,1,1,7000,1,1,1,1,7000,1
CountMax ,hyperx7 ,10000,50000,0.5,1,1,1,5000,1,1,1,1,5000,1
CountMax ,hyperx7 ,10000,50000,0.7,1,1,1,3000,1,1,1,1,3000,1
CountMax ,hyperx7 ,10000,50000,0.8,1,1,1,1999,0.9995,1,1,1,1999,0.9995
CountMax ,hyperx7 ,10000,50000,0.9,1,1,1,999,0.999,1,1,1,999,0.999
CountMax ,hyperx7 ,10000,50000,0.99,1,1,1,100,1,1,1,1,100,1
CountMax ,hyperx7 ,20000,10,0.3,0.021248405,0,0.99929918,550,0.039285714,0.02585594,0,0.999710941,493,0.035214286
CountMax ,hyperx7 ,20000,10,0.5,0.029609638,0,0.99929918,547,0.0547,0.036086244,0,0.999710941,489,0.0489
CountMax ,hyperx7 ,20000,10,0.7,0.046604676,0,0.99929918,513,0.0855,0.052871422,0,0.999710941,396,0.066
CountMax ,hyperx7 ,20000,10,0.8,0.063353904,0,0.99929918,463,0.11575,0.063634634,0,0.999710941,296,0.074
CountMax ,hyperx7 ,20000,10,0.9,0.085351126,0,0.99929918,310,0.155,0.060418653,0,0.999225931,131,0.0655
CountMax ,hyperx7 ,20000,10,0.99,0.098553555,0,0.998394365,40,0.2,0.075816431,0,0.986923678,16,0.08
CountMax ,hyperx7 ,20000,50,0.3,0.118658056,0,1,2645,0.188928571,0.124865241,0,0.9998076,2357,0.168357143
CountMax ,hyperx7 ,20000,50,0.5,0.16337905,0,1,2597,0.2597,0.173364778,0,0.9998076,2327,0.2327
CountMax ,hyperx7 ,20000,50,0.7,0.246780987,0,1,2323,0.387166667,0.252041734,0,0.9998076,1845,0.3075
CountMax ,hyperx7 ,20000,50,0.8,0.317118362,0,1,1945,0.48625,0.285752458,0,0.9998076,1286,0.3215
CountMax ,hyperx7 ,20000,50,0.9,0.400367243,0,1,1196,0.598,0.288893915,0,0.9998076,613,0.3065
CountMax ,hyperx7 ,20000,50,0.99,0.480865967,0,0.999730313,142,0.71,0.270268173,0,0.998468104,56,0.28
CountMax ,hyperx7 ,20000,100,0.3,0.252219587,0,1,4890,0.349285714,0.235724667,0,1,4318,0.308428571
CountMax ,hyperx7 ,20000,100,0.5,0.328286887,0,1,4539,0.4539,0.327265245,0,1,4253,0.4253
CountMax ,hyperx7 ,20000,100,0.7,0.448108092,0,1,3678,0.613,0.455800299,0,1,3207,0.5345
CountMax ,hyperx7 ,20000,100,0.8,0.535013202,0,1,2886,0.7215,0.50597879,0,1,2233,0.55825
CountMax ,hyperx7 ,20000,100,0.9,0.635406471,0,1,1684,0.842,0.526180704,0,0.999934297,1107,0.5535
CountMax ,hyperx7 ,20000,100,0.99,0.736359652,0,1,193,0.965,0.574310292,0,0.999077841,119,0.595
CountMax ,hyperx7 ,20000,200,0.3,0.46303245,0,1,7896,0.564,0.448233609,0,1,7754,0.553857143
CountMax ,hyperx7 ,20000,200,0.5,0.556335532,0,1,6784,0.6784,0.585846232,0,1,6823,0.6823
CountMax ,hyperx7 ,20000,200,0.7,0.689821615,0,1,5000,0.833333333,0.700382436,0,1,4738,0.789666667
CountMax ,hyperx7 ,20000,200,0.8,0.767999032,0,1,3637,0.90925,0.758725184,0,1,3261,0.81525
CountMax ,hyperx7 ,20000,200,0.9,0.849518318,0,1,1952,0.976,0.778999529,0,1,1619,0.8095
CountMax ,hyperx7 ,20000,200,0.99,0.883035439,0,1,198,0.99,0.816451238,0,0.999896411,167,0.835
CountMax ,hyperx7 ,20000,400,0.3,0.713584617,0,1,11056,0.789714286,0.667047041,0,1,10214,0.729571429
CountMax ,hyperx7 ,20000,400,0.5,0.799116331,0,1,8798,0.8798,0.733210108,0,1,8186,0.8186
CountMax ,hyperx7 ,20000,400,0.7,0.893796248,0,1,5769,0.9615,0.863078229,0,1,5773,0.962166667
CountMax ,hyperx7 ,20000,400,0.8,0.933366713,0,1,3944,0.986,0.915679416,0,1,3854,0.9635
CountMax ,hyperx7 ,20000,400,0.9,0.959787253,0,1,1995,0.9975,0.935308402,0,1,1923,0.9615
CountMax ,hyperx7 ,20000,400,0.99,0.970786077,0.620393869,1,200,1,0.945044622,0,1,192,0.96
CountMax ,hyperx7 ,20000,700,0.3,0.889170873,0,1,12988,0.927714286,0.772660261,0,1,11762,0.840142857
CountMax ,hyperx7 ,20000,700,0.5,0.936243022,0,1,9679,0.9679,0.866571659,0,1,9520,0.952
CountMax ,hyperx7 ,20000,700,0.7,0.974453636,0,1,5962,0.993666667,0.970115744,0,1,5998,0.999666667
CountMax ,hyperx7 ,20000,700,0.8,0.983946143,0,1,3990,0.9975,0.985378797,0,1,3997,0.99925
CountMax ,hyperx7 ,20000,700,0.9,0.989638275,0,1,1998,0.999,0.991666501,0,1,1998,0.999
CountMax ,hyperx7 ,20000,700,0.99,0.99465507,0.736748823,1,200,1,0.995610105,0.984934921,1,200,1
CountMax ,hyperx7 ,20000,1000,0.3,0.950693108,0,1,13575,0.969642857,0.897906274,0,1,13425,0.958928571
CountMax ,hyperx7 ,20000,1000,0.5,0.975019041,0,1,9891,0.9891,0.977756474,0.579439252,1,10000,1
CountMax ,hyperx7 ,20000,1000,0.7,0.990312636,0,1,5987,0.997833333,0.995772074,0.953813104,1,6000,1
CountMax ,hyperx7 ,20000,1000,0.8,0.993796123,0,1,3996,0.999,0.997986438,0.983993597,1,3999,0.99975
CountMax ,hyperx7 ,20000,1000,0.9,0.997160447,0.371502209,1,1999,0.9995,0.998886149,0.993936127,1,1999,0.9995
CountMax ,hyperx7 ,20000,1000,0.99,0.999301686,0.963918618,1,200,1,0.999381365,0.997746331,1,200,1
CountMax ,hyperx7 ,20000,2000,0.3,0.993472946,0,1,13954,0.996714286,1,1,1,14000,1
CountMax ,hyperx7 ,20000,2000,0.5,0.997857989,0,1,9996,0.9996,1,1,1,10000,1
CountMax ,hyperx7 ,20000,2000,0.7,0.998980564,0.436419125,1,6000,1,1,1,1,6000,1
